# downsampled raw LIO trajectory
# t_rel	x	y	z
40.64750	-2.30009	3.41207	-0.68119
40.71250	-2.26072	3.41331	-0.66962
40.71250	-2.24823	3.40458	-0.66899
40.77800	-2.23977	3.39592	-0.66658
40.77800	-2.22977	3.38458	-0.65946
40.84300	-2.21661	3.37310	-0.65230
40.84300	-2.19377	3.35742	-0.65635
40.84300	-2.18457	3.35014	-0.65626
40.90800	-2.17257	3.33756	-0.65090
40.90800	-2.19578	3.33077	-0.64890
40.97310	-2.18980	3.32308	-0.64731
40.97310	-2.18564	3.31305	-0.64509
41.03850	-2.20347	3.28294	-0.63276
41.03850	-2.21135	3.26905	-0.63166
41.10350	-2.21597	3.25293	-0.63536
41.10350	-2.22152	3.23775	-0.63027
41.16900	-2.21945	3.23010	-0.62434
41.16900	-2.23433	3.21999	-0.62487
41.23450	-2.23836	3.21257	-0.62043
41.23450	-2.24675	3.19698	-0.61457
41.29900	-2.24210	3.18830	-0.60765
41.29900	-2.23709	3.17337	-0.60848
41.29900	-2.23625	3.16103	-0.60424
41.36450	-2.22423	3.15208	-0.59651
41.36450	-2.23217	3.14022	-0.59352
41.42950	-2.23431	3.12728	-0.59046
41.42950	-2.23711	3.11009	-0.58348
41.49450	-2.24038	3.09036	-0.57821
41.49450	-2.25363	3.07724	-0.58241
41.55980	-2.25785	3.06617	-0.57763
41.55980	-2.26131	3.05068	-0.57430
41.62500	-2.29309	3.04166	-0.58069
41.62500	-2.30136	3.02937	-0.57837
41.69630	-2.31599	3.02171	-0.57483
41.69630	-2.33181	3.00637	-0.57520
41.75500	-2.35110	3.01014	-0.57197
41.75500	-2.36471	3.00210	-0.57121
41.75500	-2.38063	2.99893	-0.56622
41.82050	-2.40736	2.99334	-0.56671
41.82050	-2.43658	2.99549	-0.57111
41.88580	-2.46324	2.99365	-0.57063
41.88580	-2.49482	2.99313	-0.57011
41.95060	-2.51363	2.99974	-0.56919
41.95060	-2.55614	2.99452	-0.57845
42.01600	-2.58816	3.00061	-0.57271
42.01600	-2.61942	2.99873	-0.57551
42.08100	-2.65677	2.98474	-0.57708
42.08100	-2.68520	2.98419	-0.57437
42.14600	-2.71749	2.98709	-0.57164
42.14600	-2.76278	2.98142	-0.57232
42.21150	-2.77992	2.97920	-0.56835
42.21150	-2.81387	2.97901	-0.56720
42.27650	-2.84641	2.97812	-0.56986
42.27650	-2.87591	2.97470	-0.56977
42.34150	-2.90072	2.96904	-0.56805
42.34150	-2.93233	2.96584	-0.57166
42.40700	-2.96646	2.96197	-0.57342
42.40700	-2.97573	2.95387	-0.56973
42.40700	-2.99616	2.94912	-0.57139
42.47260	-3.01756	2.94306	-0.57596
42.47260	-3.05208	2.93201	-0.57277
42.53700	-3.06890	2.93720	-0.57050
42.53700	-3.09821	2.93543	-0.55731
42.60200	-3.13058	2.92610	-0.55971
42.60200	-3.15001	2.90818	-0.54326
42.66700	-3.17568	2.89959	-0.53178
42.66700	-3.21573	2.88857	-0.53957
42.73250	-3.25255	2.87306	-0.56092
42.73250	-3.27204	2.87159	-0.55797
42.79750	-3.29208	2.86364	-0.56140
42.79750	-3.31909	2.85496	-0.56459
42.86200	-3.35420	2.84613	-0.56660
42.86200	-3.39037	2.84075	-0.56798
42.86200	-3.41946	2.83461	-0.56822
42.92770	-3.45322	2.83140	-0.57128
42.99260	-3.49069	2.82423	-0.57058
42.99260	-3.50174	2.81442	-0.56019
42.99260	-3.53282	2.81090	-0.55652
43.05750	-3.56809	2.80896	-0.55011
43.05750	-3.55730	2.81265	-0.54109
43.12300	-3.57875	2.80077	-0.53469
43.12300	-3.60684	2.79018	-0.53765
43.18850	-3.62855	2.77418	-0.55005
43.18850	-3.64539	2.77211	-0.54843
43.25300	-3.65379	2.75537	-0.54414
43.25300	-3.68137	2.74549	-0.53927
43.31800	-3.70921	2.73139	-0.53835
43.31800	-3.73985	2.70539	-0.52758
43.38300	-3.76944	2.68577	-0.52111
43.38300	-3.80075	2.67058	-0.51924
43.44910	-3.83243	2.64318	-0.52043
43.44910	-3.85974	2.62681	-0.51500
43.44910	-3.89248	2.60558	-0.51164
43.51350	-3.92037	2.58640	-0.50245
43.51350	-3.96014	2.56608	-0.49843
43.57850	-3.97631	2.55828	-0.49277
43.57850	-4.00726	2.53424	-0.48427
43.64400	-4.02438	2.51803	-0.47983
43.64400	-4.05215	2.48911	-0.46889
43.70910	-4.07084	2.47441	-0.46325
43.70910	-4.08542	2.45453	-0.46273
43.77400	-4.10373	2.43569	-0.45975
43.77400	-4.09683	2.45130	-0.46879
43.77400	-4.10322	2.44194	-0.46685
43.83950	-4.10984	2.43264	-0.46531
43.83950	-4.11472	2.41802	-0.47089
43.90450	-4.13208	2.39557	-0.46913
43.90450	-4.13270	2.38981	-0.46692
43.96950	-4.13790	2.37208	-0.45849
43.96950	-4.13815	2.35508	-0.46028
44.03570	-4.14155	2.34972	-0.45531
44.03570	-4.14178	2.34549	-0.44943
44.10000	-4.14892	2.33212	-0.44182
44.10000	-4.15207	2.31520	-0.44509
44.10000	-4.15873	2.31513	-0.45181
44.16550	-4.16153	2.30339	-0.44332
44.16550	-4.16411	2.28940	-0.44240
44.23050	-4.16381	2.27068	-0.44250
44.23050	-4.17052	2.25411	-0.44094
44.29550	-4.17331	2.23272	-0.43702
44.29550	-4.17848	2.22066	-0.43819
44.29550	-4.18834	2.20440	-0.43484
44.36100	-4.19016	2.19981	-0.43238
44.36100	-4.18781	2.19008	-0.42181
44.42560	-4.19281	2.17543	-0.41767
44.42560	-4.18991	2.16040	-0.41358
44.49100	-4.16762	2.17005	-0.41457
44.49100	-4.16602	2.16193	-0.41195
44.55650	-4.16437	2.14963	-0.41125
44.55650	-4.16208	2.14014	-0.40826
44.55650	-4.15991	2.12935	-0.40412
44.62150	-4.16034	2.11750	-0.39722
44.62150	-4.16382	2.10439	-0.39753
44.68650	-4.17596	2.08020	-0.39491
44.68650	-4.17903	2.06392	-0.38686
44.75570	-4.17902	2.04309	-0.38547
44.75570	-4.18127	2.01694	-0.38852
44.81720	-4.18995	1.98717	-0.38437
44.81720	-4.18601	1.96678	-0.37559
44.88200	-4.18707	1.94280	-0.37618
44.88200	-4.18746	1.91717	-0.37967
44.88200	-4.16029	1.92279	-0.37642
44.94750	-4.15377	1.90928	-0.37618
44.94750	-4.14484	1.89463	-0.38008
45.01200	-4.12569	1.90422	-0.38301
45.01200	-4.11987	1.90027	-0.37807
45.07750	-4.11538	1.88863	-0.37273
45.07750	-4.11228	1.87687	-0.37428
45.14300	-4.08096	1.90959	-0.38153
45.14300	-4.07419	1.90082	-0.37742
45.20800	-4.05722	1.88821	-0.38344
45.20800	-4.04238	1.89417	-0.37984
45.20800	-4.03167	1.89058	-0.37285
45.27300	-4.02173	1.88534	-0.37463
45.27300	-4.00830	1.88388	-0.37240
45.33850	-3.99820	1.88286	-0.37482
45.33850	-3.98904	1.86210	-0.36577
45.40320	-3.98206	1.85428	-0.36629
45.40320	-3.97285	1.84859	-0.36775
45.46800	-3.96028	1.83837	-0.37435
45.46800	-3.94414	1.85075	-0.37630
45.46800	-3.93293	1.85723	-0.37837
45.53340	-3.92287	1.86476	-0.38433
45.53340	-3.91546	1.87058	-0.39156
45.60320	-3.90777	1.86429	-0.38711
45.60320	-3.88845	1.86414	-0.38566
45.66350	-3.87809	1.86273	-0.38714
45.66350	-3.86550	1.86549	-0.38864
45.72850	-3.85257	1.86495	-0.37750
45.72850	-3.83875	1.87244	-0.37438
45.72850	-3.82897	1.87427	-0.37465
45.79400	-3.81843	1.87295	-0.37100
45.79400	-3.80701	1.86999	-0.36479
45.85850	-3.78824	1.87651	-0.36876
45.85850	-3.77401	1.87609	-0.37213
45.92410	-3.75853	1.87422	-0.36958
45.92410	-3.75022	1.86600	-0.35979
45.92410	-3.73477	1.86524	-0.35745
45.98900	-3.72210	1.86002	-0.36155
45.98900	-3.71027	1.85463	-0.36294
46.05410	-3.71105	1.83870	-0.36272
46.05410	-3.69800	1.83574	-0.36463
46.11900	-3.68876	1.82520	-0.37205
46.11900	-3.67979	1.82148	-0.37507
46.18450	-3.67387	1.81302	-0.36916
46.18450	-3.66746	1.81028	-0.36450
46.24950	-3.65932	1.80487	-0.36507
46.24950	-3.65154	1.79529	-0.36619
46.24950	-3.65707	1.77941	-0.35608
46.31450	-3.64330	1.77979	-0.35000
46.31450	-3.63678	1.77680	-0.34715
46.37950	-3.63290	1.77185	-0.34337
46.37950	-3.63537	1.76206	-0.33912
46.44500	-3.63588	1.75778	-0.33968
46.44500	-3.63896	1.75338	-0.34463
46.51000	-3.64144	1.75676	-0.34702
46.51000	-3.64975	1.76149	-0.34524
46.51000	-3.65566	1.76325	-0.34449
46.57500	-3.66156	1.76194	-0.34761
46.57500	-3.66964	1.75914	-0.34716
46.64030	-3.67294	1.76503	-0.33802
46.64030	-3.68067	1.76727	-0.33435
46.70500	-3.68916	1.76544	-0.33693
46.70500	-3.69757	1.76273	-0.34083
46.77760	-3.71146	1.75812	-0.34022
46.77760	-3.71554	1.75545	-0.34563
46.83560	-3.71932	1.75159	-0.35253
46.83560	-3.72407	1.74920	-0.35098
46.83560	-3.72624	1.75307	-0.34197
46.90060	-3.73544	1.74569	-0.34063
46.90060	-3.74083	1.73656	-0.34096
46.96570	-3.75086	1.72928	-0.33630
46.96570	-3.77386	1.69626	-0.31925
47.03150	-3.79815	1.67152	-0.31379
47.03150	-3.81050	1.65683	-0.31403
47.09610	-3.82348	1.64562	-0.31037
47.09610	-3.83954	1.64239	-0.30550
47.16110	-3.85977	1.62866	-0.31218
47.16110	-3.87750	1.62677	-0.31544
47.16110	-3.89266	1.62852	-0.30517
47.22600	-3.91641	1.61275	-0.30054
47.22600	-3.94375	1.60429	-0.30222
47.29100	-3.96792	1.59712	-0.29724
47.29100	-3.99431	1.59374	-0.28328
47.35660	-4.02344	1.58744	-0.27630
47.35660	-4.05815	1.58374	-0.28399
47.42150	-4.08306	1.58388	-0.28586
47.42150	-4.10784	1.58190	-0.28170
47.42150	-4.13550	1.56864	-0.27990
47.48670	-4.17046	1.55635	-0.29171
47.48670	-4.19282	1.54910	-0.28138
47.55250	-4.21716	1.54440	-0.27120
47.55250	-4.24277	1.53756	-0.26753
47.61700	-4.28141	1.53585	-0.27200
47.61700	-4.31116	1.52750	-0.26899
47.68230	-4.34430	1.51196	-0.26059
47.68230	-4.37990	1.49209	-0.25502
47.74700	-4.41962	1.48364	-0.26164
47.74700	-4.44914	1.47978	-0.25173
47.81250	-4.49498	1.47320	-0.25365
47.81250	-4.54326	1.47256	-0.25362
47.87700	-4.57804	1.46102	-0.25197
47.87700	-4.61479	1.45674	-0.25525
47.94250	-4.65402	1.45635	-0.24535
47.94250	-4.71311	1.44963	-0.24530
48.00800	-4.75931	1.44309	-0.25436
48.00800	-4.80063	1.43896	-0.25332
48.07250	-4.84479	1.43699	-0.25376
48.07250	-4.89253	1.43333	-0.25774
48.07250	-4.92944	1.43173	-0.26660
48.13820	-4.96711	1.42185	-0.25784
48.20300	-5.01988	1.41784	-0.25131
48.20300	-5.06769	1.41654	-0.25508
48.26800	-5.11808	1.41658	-0.25364
48.26800	-5.15844	1.40797	-0.25364
48.33300	-5.21457	1.40602	-0.25006
48.33300	-5.25723	1.40652	-0.25077
48.33300	-5.30457	1.39933	-0.24759
48.39850	-5.35548	1.39516	-0.24447
48.46360	-5.40765	1.39571	-0.24899
48.46360	-5.46142	1.40404	-0.25132
48.46360	-5.49122	1.40206	-0.25268
48.52850	-5.54854	1.40091	-0.25102
48.52850	-5.60177	1.39277	-0.26183
48.59370	-5.64920	1.37788	-0.26396
48.59370	-5.69681	1.38414	-0.26171
48.65910	-5.75148	1.38388	-0.26565
48.72410	-5.79722	1.38384	-0.26052
48.72410	-5.83088	1.37225	-0.25255
48.78910	-5.88775	1.36787	-0.24884
48.78910	-5.93299	1.36684	-0.24457
48.78910	-5.97852	1.37109	-0.24969
48.85400	-6.01014	1.36908	-0.25051
48.91900	-6.06904	1.37358	-0.26183
48.91900	-6.11563	1.36510	-0.26137
48.91900	-6.13241	1.36847	-0.25741
48.98450	-6.17736	1.36777	-0.25940
49.04960	-6.21192	1.37308	-0.25411
49.04960	-6.25511	1.37266	-0.25071
49.11500	-6.28234	1.33943	-0.24579
49.11500	-6.32800	1.34222	-0.25032
49.18000	-6.37212	1.33806	-0.25016
49.18000	-6.40309	1.31489	-0.24158
49.24500	-6.44097	1.31350	-0.24560
49.24500	-6.47204	1.31044	-0.24970
49.31000	-6.50773	1.30377	-0.24636
49.31000	-6.54528	1.30478	-0.24149
49.37560	-6.58230	1.30280	-0.23603
49.37560	-6.61982	1.30491	-0.23701
49.43990	-6.64514	1.28988	-0.22849
49.43990	-6.68200	1.29358	-0.22385
49.50950	-6.71866	1.29919	-0.22508
49.50950	-6.75647	1.29857	-0.22940
49.57100	-6.79382	1.29352	-0.22829
49.57100	-6.83560	1.30072	-0.23720
49.63550	-6.87706	1.30236	-0.24085
49.63550	-6.91957	1.30419	-0.23430
49.70050	-6.96151	1.32138	-0.23211
49.70050	-6.99467	1.33908	-0.23570
49.76650	-7.04305	1.35262	-0.23323
49.76650	-7.10268	1.39389	-0.24342
49.83120	-7.14620	1.42261	-0.24840
49.83120	-7.19379	1.44847	-0.25923
49.89600	-7.23059	1.45272	-0.26652
49.89600	-7.27202	1.49310	-0.26799
49.96100	-7.30739	1.51943	-0.27735
49.96100	-7.35449	1.53503	-0.28102
50.02650	-7.40817	1.56690	-0.27889
50.02650	-7.46363	1.59565	-0.28730
50.09150	-7.51911	1.62753	-0.30430
50.09150	-7.54865	1.62217	-0.29733
50.15640	-7.59520	1.65009	-0.29288
50.15640	-7.64961	1.67626	-0.29838
50.22160	-7.70316	1.71778	-0.30627
50.22160	-7.75349	1.76179	-0.30783
50.28650	-7.80880	1.79850	-0.31439
50.28650	-7.86463	1.83392	-0.32911
50.35170	-7.91020	1.85776	-0.33434
50.35170	-7.97258	1.89066	-0.33633
50.41700	-8.01636	1.92598	-0.34101
50.41700	-8.08458	1.95572	-0.34963
50.48200	-8.13088	1.98001	-0.35787
50.48200	-8.20109	2.03388	-0.37346
50.54700	-8.24971	2.05866	-0.37290
50.54700	-8.28960	2.05845	-0.37660
50.61220	-8.32813	2.06085	-0.37051
50.61220	-8.37711	2.08550	-0.36915
50.67760	-8.42241	2.11831	-0.37033
50.67760	-8.47158	2.17144	-0.38508
50.74250	-8.51604	2.24438	-0.39052
50.74250	-8.56402	2.29423	-0.39966
50.80750	-8.61998	2.31371	-0.41576
50.80750	-8.66374	2.34978	-0.42436
50.87250	-8.69720	2.39182	-0.42856
50.87250	-8.74517	2.42627	-0.42167
50.94240	-8.80792	2.46346	-0.42523
50.94240	-8.84424	2.48369	-0.42919
51.00300	-8.88864	2.53118	-0.44311
51.00300	-8.94167	2.56506	-0.44141
51.00300	-8.98272	2.55993	-0.44204
51.06800	-9.02673	2.58022	-0.44643
51.06800	-9.07664	2.60320	-0.45162
51.13850	-9.13920	2.61078	-0.44771
51.13850	-9.18697	2.60067	-0.44139
51.19840	-9.23304	2.62305	-0.44073
51.19840	-9.28484	2.63306	-0.44031
51.26580	-9.32641	2.62666	-0.43595
51.26580	-9.37402	2.63226	-0.43830
51.32900	-9.40901	2.64036	-0.43441
51.32900	-9.46347	2.64643	-0.43338
51.39400	-9.49459	2.68086	-0.44297
51.39400	-9.54855	2.66843	-0.44453
51.45900	-9.59917	2.67697	-0.44257
51.45900	-9.64636	2.68829	-0.43596
51.52400	-9.68510	2.68638	-0.42960
51.52400	-9.71456	2.69074	-0.42455
51.52400	-9.75345	2.69489	-0.42117
51.58950	-9.80097	2.71219	-0.41819
51.58950	-9.84979	2.69302	-0.41503
51.65400	-9.89829	2.69746	-0.41389
51.65400	-9.94166	2.70900	-0.42179
51.71900	-9.99454	2.71765	-0.42322
51.71900	-10.02890	2.71368	-0.42911
51.78580	-10.06640	2.71278	-0.42486
51.78580	-10.10900	2.72326	-0.42351
51.84950	-10.13940	2.72753	-0.42380
51.84950	-10.17950	2.73557	-0.42856
51.91570	-10.21240	2.73724	-0.42979
51.91570	-10.25100	2.75269	-0.42431
51.98200	-10.28200	2.74330	-0.42011
51.98200	-10.31270	2.75059	-0.41519
51.98200	-10.33830	2.75621	-0.41602
52.04500	-10.38110	2.77210	-0.42257
52.04500	-10.40850	2.77231	-0.42414
52.11060	-10.43510	2.77197	-0.42145
52.11060	-10.46440	2.77553	-0.41686
52.17510	-10.49860	2.77570	-0.41167
52.17510	-10.52320	2.77508	-0.40344
52.24050	-10.54560	2.78197	-0.40476
52.24050	-10.57110	2.78413	-0.39794
52.30550	-10.60130	2.79150	-0.39463
52.30550	-10.62640	2.78357	-0.39585
52.37050	-10.65270	2.79041	-0.39845
52.37050	-10.68380	2.80102	-0.39812
52.43600	-10.70250	2.79726	-0.39963
52.43600	-10.72300	2.78591	-0.40342
52.43600	-10.74030	2.78516	-0.40694
52.50100	-10.76360	2.79774	-0.40370
52.50100	-10.78400	2.79550	-0.40232
52.56600	-10.80410	2.78990	-0.39876
52.56600	-10.82470	2.79982	-0.39731
52.63150	-10.84860	2.81050	-0.39396
52.63150	-10.88470	2.80436	-0.38811
52.69600	-10.90780	2.80882	-0.38813
52.69600	-10.92810	2.81220	-0.39032
52.76160	-10.95790	2.83125	-0.39434
52.76160	-10.98520	2.81999	-0.38736
52.76160	-11.01120	2.82413	-0.38358
52.82700	-11.03030	2.83004	-0.37918
52.82700	-11.05690	2.84321	-0.37455
52.89240	-11.07160	2.83961	-0.37447
52.89240	-11.09270	2.84763	-0.37576
52.95650	-11.10740	2.85366	-0.37594
52.95650	-11.13940	2.87186	-0.38114
53.02940	-11.16450	2.86727	-0.38407
53.02940	-11.18410	2.86308	-0.38592
53.08750	-11.19990	2.87415	-0.38676
53.08750	-11.21850	2.88613	-0.38389
53.08750	-11.24290	2.87180	-0.38006
53.15200	-11.25990	2.87803	-0.38043
53.15200	-11.27900	2.89182	-0.37472
53.21750	-11.28990	2.90583	-0.37785
53.21750	-11.31130	2.89730	-0.37663
53.28250	-11.32950	2.90239	-0.38022
53.28250	-11.34380	2.92187	-0.38301
53.34750	-11.36690	2.92994	-0.38258
53.34750	-11.38200	2.92674	-0.38091
53.34750	-11.40300	2.94049	-0.37537
53.41300	-11.41970	2.96980	-0.38487
53.41300	-11.45000	2.99202	-0.38704
53.47800	-11.45110	3.03850	-0.39660
53.47800	-11.46280	3.06662	-0.40187
53.54300	-11.48480	3.10944	-0.40249
53.54300	-11.48610	3.14923	-0.40155
53.60850	-11.49580	3.18052	-0.38986
53.60850	-11.50540	3.22231	-0.39730
53.67350	-11.52100	3.27903	-0.40335
53.67350	-11.53030	3.31630	-0.41199
53.73830	-11.54850	3.35611	-0.42873
53.73830	-11.56380	3.41391	-0.44762
53.80350	-11.58800	3.43996	-0.45118
53.80350	-11.59950	3.47652	-0.45587
53.86850	-11.61390	3.51871	-0.45745
53.86850	-11.63830	3.57869	-0.46689
53.93360	-11.66920	3.62774	-0.46386
53.93360	-11.69170	3.67011	-0.46160
53.99950	-11.72440	3.71249	-0.47388
53.99950	-11.75860	3.77417	-0.49045
54.06410	-11.79550	3.79364	-0.48953
54.06410	-11.82470	3.81825	-0.49300
54.06410	-11.86330	3.85866	-0.50277
54.13500	-11.89000	3.91988	-0.51312
54.13500	-11.92780	3.95595	-0.51598
54.19400	-11.96850	3.99509	-0.52479
54.19400	-12.00470	4.05254	-0.53910
54.25950	-12.05030	4.08722	-0.53687
54.25950	-12.08590	4.11397	-0.53709
54.32450	-12.12570	4.15308	-0.55177
54.32450	-12.17620	4.20919	-0.56074
54.38910	-12.21310	4.23098	-0.55937
54.38910	-12.24870	4.27637	-0.56482
54.45500	-12.28180	4.30920	-0.57090
54.45500	-12.33780	4.36976	-0.57257
54.51950	-12.39040	4.40302	-0.56898
54.51950	-12.43530	4.45915	-0.57802
54.58500	-12.49490	4.52416	-0.59272
54.58500	-12.54790	4.59054	-0.60894
54.65050	-12.58500	4.62215	-0.60542
54.65050	-12.63110	4.67430	-0.61427
54.71500	-12.68240	4.73433	-0.62018
54.71500	-12.73030	4.77898	-0.61742
54.78050	-12.78090	4.82537	-0.61609
54.78050	-12.84590	4.89767	-0.62541
54.84910	-12.90760	4.96930	-0.63236
54.84910	-12.95660	4.99250	-0.63325
54.91050	-13.00670	5.04566	-0.64224
54.91050	-13.07470	5.11110	-0.64996
54.97570	-13.12300	5.16032	-0.65287
54.97570	-13.16880	5.21313	-0.66041
55.04160	-13.22970	5.28818	-0.66873
55.04160	-13.28230	5.35958	-0.67492
55.10600	-13.34180	5.41233	-0.67456
55.10600	-13.38510	5.46893	-0.67735
55.17100	-13.44110	5.55838	-0.68437
55.17100	-13.49240	5.61622	-0.69062
55.23650	-13.54760	5.67869	-0.69201
55.23650	-13.61140	5.77077	-0.71186
55.30170	-13.66350	5.87617	-0.72606
55.30170	-13.71050	5.93791	-0.72587
55.36650	-13.75960	6.01326	-0.73092
55.36650	-13.81170	6.09929	-0.73808
55.43200	-13.86890	6.15500	-0.74123
55.43200	-13.92920	6.22936	-0.74651
55.49690	-13.99690	6.33149	-0.75625
55.49690	-14.05210	6.43649	-0.77306
55.56220	-14.11510	6.49998	-0.77746
55.56220	-14.17000	6.58840	-0.79380
55.62700	-14.23090	6.69409	-0.80525
55.62700	-14.28850	6.79153	-0.81556
55.69240	-14.34650	6.86479	-0.81768
55.69240	-14.41470	6.97285	-0.82612
55.75750	-14.47860	7.06865	-0.83466
55.75750	-14.54580	7.15862	-0.84091
55.82250	-14.61380	7.24368	-0.84542
55.82250	-14.68050	7.35698	-0.85588
55.88800	-14.74510	7.47362	-0.86904
55.88800	-14.81310	7.56838	-0.88792
55.95300	-14.89090	7.71897	-0.90892
56.01800	-14.96620	7.83678	-0.91921
56.01800	-15.03430	7.94065	-0.91602
56.08300	-15.11070	8.06301	-0.92398
56.08300	-15.18750	8.18605	-0.92797
56.14800	-15.26800	8.29780	-0.93185
56.14800	-15.36460	8.42343	-0.95950
56.21350	-15.44640	8.54923	-0.97493
56.21350	-15.50720	8.69163	-0.98973
56.27850	-15.56560	8.80254	-0.98848
56.27850	-15.65200	8.95067	-1.00645
56.34350	-15.70900	9.08454	-1.02145
56.34350	-15.77500	9.19541	-1.02231
56.40900	-15.86280	9.35282	-1.02931
56.47400	-15.90670	9.50795	-1.04874
56.47400	-15.95270	9.64655	-1.05573
56.53850	-16.01540	9.77928	-1.06457
56.53850	-16.10310	9.89446	-1.06644
56.60450	-16.15380	10.01710	-1.08069
56.60450	-16.21310	10.13280	-1.09173
56.66950	-16.28930	10.26040	-1.09704
56.66950	-16.34150	10.41830	-1.11203
56.73400	-16.38990	10.54590	-1.12417
56.73400	-16.45130	10.71530	-1.13762
56.80000	-16.52930	10.80000	-1.13444
56.80000	-16.57830	10.93170	-1.14899
56.86450	-16.63280	11.04190	-1.16322
56.86450	-16.72360	11.18270	-1.15185
56.92950	-16.76280	11.31830	-1.16378
56.92950	-16.81890	11.43750	-1.17310
56.99590	-16.87700	11.57480	-1.17840
56.99590	-16.92530	11.70170	-1.18851
57.05990	-16.96510	11.80220	-1.19945
57.05990	-17.01240	11.96250	-1.21113
57.12570	-17.09230	12.06800	-1.20701
57.12570	-17.15030	12.18380	-1.21675
57.19000	-17.19520	12.30070	-1.21787
57.19000	-17.27710	12.45670	-1.21733
57.25560	-17.34590	12.55860	-1.22414
57.25560	-17.40690	12.67870	-1.22977
57.32050	-17.48250	12.83280	-1.23792
57.38600	-17.56860	12.96270	-1.23849
57.38600	-17.60880	13.07840	-1.24336
57.38600	-17.66870	13.21470	-1.24750
57.45100	-17.75750	13.36640	-1.24620
57.51600	-17.82820	13.47370	-1.24837
57.51600	-17.88490	13.59650	-1.25221
57.58170	-17.97060	13.77350	-1.25329
57.58170	-18.05660	13.89720	-1.25711
57.64690	-18.10440	14.03750	-1.25817
57.64690	-18.16930	14.18500	-1.26683
57.71150	-18.23290	14.32980	-1.26950
57.71150	-18.31010	14.46270	-1.27245
57.71150	-18.35600	14.59290	-1.28112
57.77700	-18.42060	14.79530	-1.28738
57.84180	-18.51640	14.94820	-1.28704
57.84180	-18.57630	15.10540	-1.28184
57.90910	-18.64920	15.27240	-1.28324
57.90910	-18.72630	15.44120	-1.28366
57.97190	-18.79340	15.58170	-1.28774
57.97190	-18.85940	15.75040	-1.29048
58.03760	-18.95190	15.96570	-1.29547
58.03760	-19.04460	16.11490	-1.29367
58.10250	-19.12020	16.27920	-1.29725
58.10250	-19.20540	16.49490	-1.29931
58.16800	-19.30500	16.66860	-1.29703
58.16800	-19.38180	16.85010	-1.29452
58.23300	-19.48210	17.09120	-1.29685
58.29800	-19.58030	17.30650	-1.29847
58.29800	-19.66750	17.48090	-1.29358
58.36310	-19.77730	17.71270	-1.29774
58.36310	-19.89560	17.92730	-1.28553
58.42850	-19.99360	18.12160	-1.28588
58.42850	-20.10530	18.37430	-1.28286
58.49350	-20.20060	18.61550	-1.28060
58.49350	-20.29190	18.80760	-1.28043
58.55850	-20.40660	19.03440	-1.28962
58.62430	-20.52600	19.29270	-1.28457
58.62430	-20.61980	19.50880	-1.27486
58.68900	-20.74200	19.76220	-1.26412
58.68900	-20.83610	20.00460	-1.26843
58.75400	-20.92230	20.22850	-1.26679
58.81950	-21.02180	20.46020	-1.25901
58.81950	-21.09910	20.69090	-1.26269
58.88450	-21.16830	20.90250	-1.26727
58.88450	-21.25460	21.11740	-1.26158
58.95240	-21.31680	21.38210	-1.26156
58.95240	-21.37550	21.60080	-1.26275
59.01500	-21.43050	21.83740	-1.26458
59.01500	-21.47750	22.04390	-1.26426
59.08280	-21.51400	22.26660	-1.26564
59.14510	-21.57300	22.47900	-1.26996
59.14510	-21.65760	22.74040	-1.25770
59.21050	-21.68030	22.96420	-1.25758
59.21050	-21.72200	23.19410	-1.24988
59.28850	-21.77640	23.40770	-1.24275
59.28850	-21.81980	23.63920	-1.24354
59.34050	-21.88160	23.84430	-1.23787
59.40550	-21.93640	24.10830	-1.23334
59.40550	-22.00310	24.31660	-1.22894
59.47080	-22.04000	24.50330	-1.22434
59.47080	-22.09460	24.74260	-1.21715
59.53550	-22.16100	24.95890	-1.21193
59.53550	-22.19970	25.16050	-1.21070
59.60110	-22.25340	25.40020	-1.20433
59.60110	-22.33830	25.65950	-1.19564
59.66600	-22.39270	25.89100	-1.18992
59.73100	-22.44890	26.12660	-1.18193
59.73100	-22.50810	26.38020	-1.17628
59.79650	-22.53940	26.58990	-1.18036
59.79650	-22.58850	26.83930	-1.17618
59.86150	-22.64080	27.08900	-1.16391
59.92690	-22.66090	27.30020	-1.15126
59.92690	-22.69460	27.51500	-1.14026
59.99160	-22.70850	27.76390	-1.13982
59.99160	-22.73530	27.96550	-1.13559
60.05650	-22.75260	28.21010	-1.12613
60.05650	-22.77090	28.47290	-1.11563
60.12160	-22.78780	28.68120	-1.11460
60.12160	-22.81170	28.91220	-1.11172
60.18940	-22.83740	29.11870	-1.10351
60.25200	-22.84560	29.34680	-1.09696
60.25200	-22.88320	29.54390	-1.08892
60.31700	-22.91420	29.81890	-1.07451
60.31700	-22.92370	30.02510	-1.06999
60.38300	-22.93330	30.23510	-1.06091
60.38300	-22.95150	30.44960	-1.05503
60.44750	-23.00280	30.63660	-1.04107
60.44750	-23.00560	30.84060	-1.04023
60.51580	-23.01630	31.06470	-1.02951
60.57910	-23.04450	31.28740	-1.01328
60.57910	-23.05140	31.45890	-1.01228
60.64300	-23.05400	31.63750	-1.00243
60.64300	-23.08780	31.85300	-0.99014
60.70800	-23.14370	32.05320	-0.97527
60.70800	-23.14910	32.25150	-0.96796
60.77350	-23.18150	32.51780	-0.95134
60.77350	-23.22690	32.73160	-0.93629
